sent;sentcorrect;level
Sie helfen dem Land nicht nur Wort, sondern auch mit Tat: Andrej Bolkonskij geht in den Krieg, Nikolaj und Petja auch, Natascha Rostowa gibt den Transport für Verwundeten.;Sie helfen dem Land nicht nur mit Wort, sondern auch mit Tat: Andrej Bolkonskij geht in den Krieg, Nikolaj und Petja auch, Natascha Rostowa gibt den Transport für Verwundeten.;1
Sie helfen dem Land nicht nur Wort, sondern auch mit Tat: Andrej Bolkonskij geht in den Krieg, Nikolaj und Petja auch, Natascha Rostowa gibt den Transport für Verwundeten.;Sie helfen dem Land nicht nur mit Wort, sondern auch mit Tat: Andrej Bolkonskij geht in den Krieg, Nikolaj und Petja auch, Natascha Rostowa gibt den Transport für Verwundeten.;1
Sie helfen dem Land nicht nur mit Wort, sondern auch mit Geschäft: Andrej Bolkonskij geht in den Krieg, Nikolaj und Petja auch, Natascha Rostowa gibt den Transport für Verwundeten.;Sie helfen dem Land nicht nur mit Wort, sondern auch mit Tat: Andrej Bolkonskij geht in den Krieg, Nikolaj und Petja auch, Natascha Rostowa gibt den Transport für Verwundeten.;1
Sie helfen dem Land nicht nur mit Wort, sondern auch mit Tat: Andrey Bolkonsky geht in den Krieg, Nikolaj und Petja auch, Natascha Rostowa gibt den Transport für Verwundeten.;Sie helfen dem Land nicht nur mit Wort, sondern auch mit Tat: Andrej Bolkonskij geht in den Krieg, Nikolaj und Petja auch, Natascha Rostowa gibt den Transport für Verwundeten.;0
Sie helfen dem Land nicht nur mit Wort, sondern auch mit Tat: Andrej Bolkonskij geht in den Krieg, Nikolay und Petya auch, Natascha Rostowa gibt den Transport für Verwundeten.;Sie helfen dem Land nicht nur mit Wort, sondern auch mit Tat: Andrej Bolkonskij geht in den Krieg, Nikolaj und Petja auch, Natascha Rostowa gibt den Transport für Verwundeten.;1
Sie helfen dem Land nicht nur mit Wort, sondern auch mit Tat: Andrej Bolkonskij geht in den Krieg, Nikolaj und Petja auch, Natasha Rostova gibt den Transport für Verwundeten.;Sie helfen dem Land nicht nur mit Wort, sondern auch mit Tat: Andrej Bolkonskij geht in den Krieg, Nikolaj und Petja auch, Natascha Rostowa gibt den Transport für Verwundeten.;0
Sie helfen dem Land nicht nur mit Wort, sondern auch mit Tat: Andrej Bolkonskij geht in den Krieg, Nikolaj und Petja auch, Natascha Rostowa gibt ein Transport für Verwundeten.;Sie helfen dem Land nicht nur mit Wort, sondern auch mit Tat: Andrej Bolkonskij geht in den Krieg, Nikolaj und Petja auch, Natascha Rostowa gibt den Transport für Verwundeten.;0
Der wahre Patriot kann auch Pjerre Besukhow genannt werden.;Als Der wahre Patriot kann auch Pjerre Besukhow genannt werden.;1
Als Der wahre Patriot kann auch Pierre Bezukhov genannt werden.;Als Der wahre Patriot kann auch Pjerre Besukhow genannt werden.;0
Diese Handlungen zeigen Selbstaufopferung und Mut, die Liebe zu  Heimat, den Wunsch, ihr zu helfen.;Diese Handlungen zeigen Selbstaufopferung und Mut, die Liebe zu der Heimat, den Wunsch, ihr zu helfen.;0
Diese Handlungen zeigen Selbstaufopferung und Mut, die Liebe zu der ihrerHeimat, den Wunsch, ihr zu helfen.;Diese Handlungen zeigen Selbstaufopferung und Mut, die Liebe zu der Heimat, den Wunsch, ihr zu helfen.;1
Diese Handlungen zeigen Selbstaufopferung und Mut die Liebe zu der Heimat, den Wunsch, ihr zu helfen.;Diese Handlungen zeigen Selbstaufopferung und Mut, die Liebe zu der Heimat, den Wunsch, ihr zu helfen.;0
Vielleicht ist der Patriotismus in den Hintergrund gerückt, aber Liebe und Familie stehen immer noch an Erster Stelle.;Vielleicht ist der Patriotismus in den Hintergrund gerückt, aber Liebe und Familie stehen immer noch an der ersten Stelle.;0
Ich hoffe, dass ihr einen Eindruck von dieses Thema bekommen habt.;Ich hoffe, dass ihr einen Eindruck von diesem Thema bekommen habt.;1
Ich denke, dass von mir aufgeführten Werte in der Gesellschaft noch lange relevant sein werden.;Ich denke, dass von mir aufgeführte Werte in der Gesellschaft noch lange relevant sein werden.;1
Was mich betrifft, betrachte ich mich selbst als Feministin, daher stimme ich dieser Aussage nicht zu.;Was mich betrifft, betrachte ich mich selbst als Feministin, daher stimme ich der Aussage im Titel nicht zu.;2
Wenn wir von Anfang an sprechen, hat die Bewegung Frauen erlaubt, bei den Wahlen ein Wahlrecht zu haben.;Wenn wir von Anfang an sprechen, hat die Bewegung den Frauen erlaubt, bei den Wahlen ein Wahlrecht zu haben.;0
Wenn wir von Anfang an sprechen, hat die Bewegung Frauen erlaubt, bei den Wahlen ein Wahlrecht zu haben.;Wenn wir von Anfang an sprechen, hat die Bewegung den Frauen erlaubt, bei den Wahlen ein Wahlrecht zu haben.;0
Besonders in Russland gilt es an diesem Tag als richtig, Blumen zu geben, Frauen einfach dazu zu gratulieren, wie zart und zerbrechlich, schwach sie sind.;Besonders in Russland gilt es an diesem Tag als richtig, Blumen zu schenken, Frauen einfach dazu zu gratulieren, wie zart und zerbrechlich, schwach sie sind.;1
Besonders in Russland gilt es an diesem Tag als richtig, Blumen zu schenken, Frauen einfach dafür zu gratulieren, wie zart und zerbrechlich, schwach sie sind.;Besonders in Russland gilt es an diesem Tag als richtig, Blumen zu schenken, Frauen einfach dazu zu gratulieren, wie zart und zerbrechlich, schwach sie sind.;1
Die Männer sagen oft, dass sie bereit sind, sie zu beschützen, aber sie müssen hauptsächlich Frauen vor ihnen schützen.;Die Männer sagen oft, dass sie bereit sind, sie zu beschützen, aber sie müssen hauptsächlich Frauen vor ihnen selbst schützen.;1
In einigen Ländern ist es Frauen immer noch nicht erlaubt, eine Ausbildung zu erhalten.;In einigen Ländern ist es den Frauen immer noch nicht erlaubt, eine Ausbildung zu erhalten.;0
Ich finde das unfair, die Arbeit muss unabhängig bezahlt werden.;Ich finde das unfair, die Arbeit muss unabhängig von der Geschlecht bezahlt werden.;1
Der einzige Punkt, an dem Feminismus Frauen verletzen könnte, ist, als Männer begannen, ihre Unzufriedenheit auszudrücken und zu versuchen, sie für Unsinn zu beschuldigen und für ihre Rechte zu kämpfen.;Der einzige Punkt, an dem Feminismus Frauen verletzen könnte, ist, als Männer begannen, ihre Unzufriedenheit auszudrücken und zu versuchen, sie der Unsinnigkeit zu beschuldigen und für ihre Rechte zu kämpfen.;1
Sehr oft wird sinnlos Müll produziert.;Sehr oft wird Müll sinnlos produziert.;1
Viele Menschen widmen ihrer Leben der Suche nach Glück.;Viele Menschen widmen ihr Leben der Suche nach Glück.;1
Aber sie haben nicht einmal eine Ahnung, was Glück ist.;Aber sie haben nicht einmal eine Ahnung davon, was Glück ist.;0
Glück ist eine erfundene Utopie, ein alternatives Lebensszenario, das uns daran hindert, sich über das zu freuen, was wir bereits haben.;Glück ist eine erfundene Utopie, ein alternatives Lebensszenario, das uns daran hindert, sich darüber zu freuen, was wir bereits haben.;1
So suchen die Menschen Gott, die Geheimnisse des Kosmos, das Leben nach dem Tod, den Sinn des Lebens und andere ewige Fragen.;So suchen die Menschen Gott, die Geheimnisse des Kosmos, das Leben nach dem Tod, den Sinn des Lebens und Antworten auf andere ewige Fragen.;1
Es ist nicht nachvollziehbar, weil der Mensch nicht vorstellen kann, was er noch nie gesehen hat,;Es ist nicht nachvollziehbar, weil der Mensch sich nicht vorstellen kann, was er noch nie gesehen hat,;1
Er ist der letzte.;Er ist auch der letzte.;1
Liebe, Erziehung, Familie, Heimat sind spurlos verschwanden.;Liebe, Erziehung, Familie, Heimat sind spurlos verschwunden.;1
Aber alles verdunstete, sobald der wichtigste menschliche Wert verschwand - menschlich zu sein.;Aber alles verdunstete, sobald der wichtigste menschliche Wert verschwunden ist - menschlich zu sein.;0
Es ist unser Geschenk, ohne das die Welt zusammenbrechen wird.;Es ist unser Geschenk, ohne das die Welt zusammenbrechen würde.;0
Es Ist Ihre Leistungen, Erfolge und Siege.;Es sind Ihre Leistungen, Erfolge und Siege.;1
Mann kann sich an zwei der größten und schrecklichsten Menschen des zwanzigsten Jahrhunderts erinnern - Hitler und Stalin.;Man kann sich an zwei der größten und schrecklichsten Menschen des zwanzigsten Jahrhunderts erinnern - Hitler und Stalin.;1
Sie schrieben Geschichte, große Taten begingen, aber leider verloren beide die Menschlichkeit und blieben im Gedächtnis der Mehrheit als blutige Tyrannen.;Sie schrieben Geschichte, begingen große Taten, aber leider verloren beide die Menschlichkeit und blieben im Gedächtnis der Mehrheit als blutige Tyrannen.;1
Wir sind Menschen, nicht weil wir Bewusstsein haben, nicht weil wir sprechen, schaffen und arbeiten können.;Wir sind Menschen, nicht weil wir Bewusstsein haben, nicht weil wir sprechen, herstellen und arbeiten können.;1
Die Menschen kennen sie, erinnern sie, vergleichen, abwerten und vergöttern.;Die Menschen kennen sie, erinnern an sie, vergleichen, abwerten und vergöttern.;1
Das können diejenigen bestätigen, die den Krieg durchgemacht haben, seiner Gesicht gesehen haben, das Leben mit dem Tod geteilt haben, aber trotzdem nicht aufgehört haben, dem Frieden beizutragen.;Das können diejenigen bestätigen, die den Krieg durchgemacht haben, sein Gesicht gesehen haben, das Leben mit dem Tod geteilt haben, aber trotzdem nicht aufgehört haben, dem Frieden beizutragen.;1
Mit ihm brachte er sehr viel humanitäre Hilfe, die die Bewohner von Petrosawodsk dann brauchten.;Mit sich brachte er sehr viel humanitäre Hilfe, die die Bewohner von Petrosawodsk dann brauchten.;1
Jemand könnte mir widersprechen und sagen, dass Krieg der Grund für all diese Zeller Taten ist.;Jemand könnte mir widersprechen und sagen, dass Krieg der Grund für all diese Zellers Taten ist.;1
Je Tag kommt jeder Mensch auf die eine oder andere Weise mit den Fragen der Ökologie in Berührung.;Jeden Tag kommt jeder Mensch auf die eine oder andere Weise mit den Fragen der Ökologie in Berührung.;0
Zum Beispiel, wenn eine Person Müll wegwerfen geht, wird sie bereits ein Teil im Mechanismus eines Systems, das entweder das allgemeine Wohlbefinden der Umwelt stört oder hilft, die Gesundheit des Planeten zu erhalten.;Zum Beispiel wenn eine Person Müll wegwerfen geht, wird sie bereits ein Teil im Mechanismus eines Systems, das entweder das allgemeine Wohlbefinden der Umwelt stört oder hilft, die Gesundheit des Planeten zu erhalten.;0
Zum Beispiel wenn eine Person Müll wegwerfen geht, werden sie bereits ein Teil im Mechanismus eines Systems, das entweder das allgemeine Wohlbefinden der Umwelt stört oder hilft, die Gesundheit des Planeten zu erhalten.;Zum Beispiel wenn eine Person Müll wegwerfen geht, wird sie bereits ein Teil im Mechanismus eines Systems, das entweder das allgemeine Wohlbefinden der Umwelt stört oder hilft, die Gesundheit des Planeten zu erhalten.;1
Zum Beispiel wenn e Person Müll wegwerfen geht, wird sie bereits ein Teil im Mechanismus eines Systems, das entweder das allgemeine Wohlbefinden der Umwelt stört oder hilft, die Gesundheit des Planeten zu erhalten.;Zum Beispiel wenn eine Person Müll wegwerfen geht, wird sie bereits ein Teil im Mechanismus eines Systems, das entweder das allgemeine Wohlbefinden der Umwelt stört oder hilft, die Gesundheit des Planeten zu erhalten.;0
Schließlich müssen Sie wissen, wie und wo man Müll wegwerfen, um die negativen Auswirkungen von dem Abfall auf die Gesundheit der Menschen und Umwelt zu minimieren.;Schließlich müssen Sie wissen, wie und wo man Müll wegwerfen kann, um die negativen Auswirkungen von dem Abfall auf die Gesundheit der Menschen und Umwelt zu minimieren.;1
Schließlich müssen Sie wissen, wie und wo man Müll wegwerfen kann, um die negativen Auswirkungen von Abfall auf die Gesundheit der Menschen und Umwelt zu minimieren.;Schließlich müssen Sie wissen, wie und wo man Müll wegwerfen kann, um die negativen Auswirkungen von dem Abfall auf die Gesundheit der Menschen und Umwelt zu minimieren.;0
Die wissenschaftlich-technische Revolution kam.;Die wissenschaftlich-technische Revolution ist gekommen.;1
Das verursacht eine Störung des Gleichgewichts in Ökosystemen.;Das verursacht eine Störung des Gleichgewichts in den Ökosystemen.;0
Ein weiteres Problem, mit dem die Menschheit konfrontiert ist, ist die Zerstörung der Ozonschicht.;Ein weiteres Problem, mit dem die Menschheit konfrontiert, ist die Zerstörung der Ozonschicht.;1
Wenn die Ozonschicht verdünnt wird, können Menschen ihr Sehvermögen verlieren und Sonnenbrand bekommen, was zu Hautkrebs führt.;Wenn die Ozonschicht verdünnt wird, können Menschen ihr Sehvermögen verlieren und einen Sonnenbrand bekommen, was zu Hautkrebs führt.;0
Die Bewohner der Metropolen sind besonders über das Problem der Luftverschmutzung besorgt.;Die Bewohner der Metropolen sind besonders um das Problem der Luftverschmutzung besorgt.;1
Riesige Mengen an Abgasen, Emissionen von Unternehmen umhüllen Städte in einer dicken Schicht Smog.;Riesige Mengen an Abgasen, Emissionen von Unternehmen umhüllen Städte mit einer dicken Schicht Smog.;1
Das rasante Wachstum der Industrie führt zum Verbrauch von unglaublichen Mengen an natürlichen Ressourcen, und ihre Reserven auf dem Planeten sind sehr begrenzt.;Das rasante Wachstum der Industrie führt zum Verbrauch von unglaublichen Mengen an den natürlichen Ressourcen, und ihre Reserven auf dem Planeten sind sehr begrenzt.;0
Und das ist nur ein Teil von ihnen.;Und das ist nur ein Teil davon.;1
Manchmal kann sogar ein Lehrer ein Opfer von Hetze seitens der Klasse oder ihres Kollektivs werden.;Manchmal kann sogar ein Lehrer zum Opfer von Hetze seitens der Klasse oder ihres Kollektivs werden.;1
Der Lehrer beginnt manchmal auch, psychologischen Terror in Bezug auf die Klasse anzuwenden.;Der Lehrer beginnt manchmal auch, den psychologischen Terror in Bezug auf die Klasse anzuwenden.;0
Erstens kann Mobbing von Kindern auf die psychologischen Probleme der Mobber hinweisen.;Erstens, kann Mobbing von Kindern auf die psychologischen Probleme der Mobber hinweisen.;0
Eine geistig gesunde Person wird niemals einen anderen verspotten.;Eine geistig gesunde Person wird niemals eine andere verspotten.;1
Zweitens ist ein Opfer von Mobbing eine Person mit einer großen Anzahl von psychischen Problemen und Krankheiten sowie Problemen mit der Selbstverwirklichung.;Zweitens, ist ein Opfer von Mobbing eine Person mit einer großen Anzahl von psychischen Problemen und Krankheiten sowie Problemen mit der Selbstverwirklichung.;0
Es kommt vor, dass das ehemalige Opfer selbst ein Mobber wird und schon grausamer ist als Ihre Verfolger.;Es kommt vor, dass das ehemalige Opfer selbst ein Mobber wird und schon grausamer ist als seine Verfolger.;1
Was das Kind sieht, tut er.;Was das Kind sieht, tut es.;1
Zum Beispiel schenken Eltern dem Kind wenig Aufmerksamkeit oder behandeln es sogar grob, wenden körperliche Gewalt an.;Zum Beispiel schenken die Eltern dem Kind wenig Aufmerksamkeit oder behandeln es sogar grob, wenden körperliche Gewalt an.;0
Psychologische Gründe können viele sein.;Es kann viele psychologische Gründe sein.;1
Schüler schätzen die Tatsache Ihres Verbleibs in einer Gruppe von Gleichaltrigen sehr.;Schüler schätzen sehr die Tatsache ihres Verbleibs in einer Gruppe von Gleichaltrigen.;0
Abschließen d ist Mobbing in der Tat ein sehr wichtiges Thema der Gegenwart.;Abschließen gesagt d ist Mobbing in der Tat ein sehr wichtiges Thema der Gegenwart.;1
Zivilcourage ist keine Gleichgültigkeit gegenüber den Manifestationen von Gewalt im Alltag, der Wunsch, sich in kritische Situationen einzumischen,.;Zivilcourage ist keine Gleichgültigkeit gegenüber den Manifestationen von Gewalt im Alltag der Wunsch, sich in kritische Situationen einzumischen,.;0
Eine kleine Tat kann manchmal jemand Leben retten.;Eine kleine Tat kann manchmal jemandes Leben retten.;1
Und solche Handlungen auf der ganzen Welt werden jeden Tag begangen.;Und solche Handlungen werden auf der ganzen Welt jeden Tag begangen.;1
Als Beispiel möchte ich Leonid Mikhailovich Roshal, den Kinderarzt, den Chirurg, der viel für Menschen getan hat, anführen.;Als Beispiel möchte ich Leonid Mikhailowitsch Roschal, den Kinderarzt, den Chirurg, der viel für Menschen getan hat, anführen.;0
Als Beispiel möchte ich Leonid Mikhailowitsch Roschal, der Kinderarzt, den Chirurg, der viel für Menschen getan hat, anführen.;Als Beispiel möchte ich Leonid Mikhailowitsch Roschal, den Kinderarzt, den Chirurg, der viel für Menschen getan hat, anführen.;1
